,Project Name,Neighborhood,Zip Code,TtlProjUnits,RentUnits,OwnUnits,TtlMarket,MarketRent,MarketOwn,Total Income-Restricted,Income-Restricted Rental,Income-Restricted Ownership,Tenure,Public/ Private,Includes Senior Units?,Section 8
233,Covenant House 202,Brighton,02135,242,242,0,1.0,1.0,0.0,241,241,0.0,Rental,Private,Y,Y
234,Cox Building,Roxbury,02119,31,31,0,0.0,0.0,0.0,31,31,0.0,Rental,Private,,Y
235,Crawford House Apts,Roxbury,02121,9,9,0,0.0,0.0,0.0,9,9,0.0,Rental,Private,,Y
236,Creighton Commons Condominiums,Jamaica Plain,02130,16,0,16,0.0,0.0,0.0,16,0,16.0,Ownership,Private,,
237,Crittenton Hastings House,Brighton,02135,62,62,0,0.0,0.0,0.0,62,62,0.0,Rental,Private,,
238,Cummins Towers,Roslindale,02131,239,239,0,59.0,59.0,0.0,180,180,0.0,Rental,Private,,
239,D4 Police Station,South End,02136,26,0,26,24.0,0.0,24.0,2,0,2.0,Ownership,Private,,
240,Dacia Residence at Beauford Green,Roxbury,02125,29,0,29,0.0,0.0,0.0,29,0,29.0,Ownership,Private,,
241,Danube Apartments,Dorchester,02121,65,65,0,0.0,0.0,0.0,65,65,0.0,Rental,Private,,Y
242,DaRosa (VUP),Dorchester,02122,1,1,0,0.0,0.0,0.0,1,1,0.0,Rental,Private,,
243,Dartmouth Hotel,Charlestown,02129,71,71,0,7.0,7.0,0.0,64,64,0.0,Rental,Private,,
244,DARTMOUTH TCB,Roxbury,02118,83,83,0,0.0,0.0,0.0,83,83,0.0,Rental,Private,,
245,Davenport Commons,Roxbury,02120,60,0,60,48.0,0.0,48.0,12,0,12.0,Ownership,Private,,
246,Davis (VUP),Roxbury,02125,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,
247,Davison (2-34),Hyde Park,02136,47,47,0,1.0,1.0,0.0,46,46,0.0,Rental,Public,Y,
248,DeMarco (VUP),East Boston,02128,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,
249,Derne Street Lodging Home,Beacon Hill,02114,18,18,0,0.0,0.0,0.0,18,18,0.0,Rental,Private,,
250,Dexter Building,Downtown,02111,58,0,58,57.0,0.0,57.0,1,0,1.0,Ownership,Private,,
251,DiGirolamo (VUP),East Boston,02128,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,
252,Dillon (VUP),Dorchester,02122,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,
253,Dimock-Bragdon Apartments,Jamaica Plain,02119,54,54,0,0.0,0.0,0.0,54,54,0.0,Rental,Private,Y,Y
254,Dirigo Spice Building,South Boston,02127,17,0,17,16.0,0.0,16.0,1,0,1.0,Ownership,Private,,
255,Disilvio (VUP),East Boston,02128,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,
256,Distillery Project Phase I,South Boston,02127,28,28,0,24.0,24.0,0.0,4,4,0.0,Rental,Private,,
257,Ditson St Senior Housing,Dorchester,02122,40,40,0,0.0,0.0,0.0,40,40,0.0,Rental,Private,Y,
258,DNA Lofts,Dorchester,02125,59,0,59,51.0,0.0,51.0,8,0,8.0,Ownership,Private,,
259,Domicilia I & II,Dorchester,02122,10,10,0,0.0,0.0,0.0,10,10,0.0,Rental,Private,Y,Y
260,Domicilia III,Jamaica Plain,02130,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,Y
261,Dorchester House,Dorchester,02122,91,91,0,0.0,0.0,0.0,91,91,0.0,Rental,Private,Y,Y
262,Douglas Park,Roxbury,02118,166,166,0,36.0,36.0,0.0,130,130,0.0,Rental,Private,,
263,Dover Lofts,South End,02118,16,0,16,14.0,0.0,14.0,2,0,2.0,Ownership,Private,,
264,Drayton Homes,Dorchester,02125,12,0,12,0.0,0.0,0.0,12,0,12.0,Ownership,Private,,
265,Dudley Greenville,Roxbury,02119,43,43,0,0.0,0.0,0.0,43,43,0.0,Rental,Private,,
266,Dudley Street Apts,Roxbury,02119,26,26,0,0.0,0.0,0.0,26,26,0.0,Rental,Private,,
267,Dudley Terrace,Dorchester,02125,56,56,0,2.0,2.0,0.0,54,54,0.0,Rental,Private,,
268,Dudley Village Phase I (North),Dorchester,02125,24,24,0,0.0,0.0,0.0,24,24,0.0,Rental,Private,,
269,Dudley Village Phase II (South),Dorchester,02125,26,26,0,0.0,0.0,0.0,26,26,0.0,Rental,Private,,
270,Dumas|Mascot Neighborhood Homes,Dorchester,02124,7,3,4,2.0,1.0,1.0,5,2,3.0,Ownership/Rental,Private,,
271,Dunmore Place,Roxbury,02119,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,
272,Dwight St Apts,South End,02118,9,9,0,0.0,0.0,0.0,9,9,0.0,Rental,Private,,
273,Eagle Hill Rehab,East Boston,02128,17,17,0,0.0,0.0,0.0,17,17,0.0,Rental,Private,,
274,East Berkeley Street,South End,02118,35,11,24,12.0,0.0,12.0,23,11,12.0,Ownership/Rental,Private,,
275,East Canton St Apts,South End,02118,80,80,0,0.0,0.0,0.0,80,80,0.0,Rental,Private,Y,Y
276,East Springfield/Northampton Streets,South End,02118,10,0,10,1.0,0.0,1.0,9,0,9.0,Ownership,Private,,
277,Ebenezer Homes,South End,02118,32,32,0,0.0,0.0,0.0,32,32,0.0,Rental,Private,Y,Y
278,"Echelon (Seaport Square Block M) Towers 1, 2, and 3",South Boston Waterfront,02127,717,270,447,689.0,246.0,443.0,28,24,4.0,Ownership/Rental,Private,,
279,Edison Green,Dorchester,02125,95,95,0,1.0,1.0,0.0,94,94,0.0,Rental,Private,Y,Y
280,Edson|Peacevale NHI,Dorchester,02124,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
281,Edson|Peacevale NHI (30 Milton),Dorchester,02124,1,0,1,0.0,0.0,0.0,1,0,1.0,Rental,Private,,
282,Edward Everett Square,Dorchester,02125,6,0,6,4.0,0.0,4.0,2,0,2.0,Ownership,Private,,
283,Egleston Crossing,Roxbury,02119,64,64,0,1.0,1.0,0.0,63,63,0.0,Rental,Private,,
284,Eleven West (Lechmore Point),South Boston,02127,50,50,0,44.0,44.0,0.0,6,6,0.0,Rental,Private,,
285,Elizabeth Stone House - Washington Westminster,Roxbury,02119,32,32,0,0.0,0.0,0.0,32,32,0.0,Rental,Private,,
286,Elm Hill/Seaver St Conversion,Roxbury,02121,18,18,0,15.0,15.0,0.0,3,3,0.0,Rental,Private,,
287,Elven Road,Roslindale,02131,8,3,5,0.0,0.0,0.0,8,3,5.0,Ownership/Rental,Private,,
288,Emerson Place - Charles River Park,West End,02114,320,320,0,284.0,284.0,0.0,36,36,0.0,Rental,Private,,
289,Epps (VUP),Dorchester,02121,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,
290,Erie-Ellington Homes,Dorchester,02121,100,100,0,0.0,0.0,0.0,100,100,0.0,Rental,Private,,
291,Esperanza Walnut,Roxbury,02119,42,42,0,0.0,0.0,0.0,42,42,0.0,Rental,Private,,Y
292,ETC Associates,South End,02118,71,71,0,0.0,0.0,0.0,71,71,0.0,Rental,Private,,Y
293,Eutaw/Meridian,East Boston,02128,1,0,1,0.0,0.0,0.0,1,0,1.0,Rental,Private,,
294,Eva White (2-41),South End,02116,102,102,0,0.0,0.0,0.0,102,102,0.0,Rental,Public,Y,
295,Factory 63,South Boston Waterfront,02127,62,62,0,51.0,51.0,0.0,11,11,0.0,Rental,Private,,
296,Fairfield Properties,Roxbury,02119,30,30,0,0.0,0.0,0.0,30,30,0.0,Rental,Private,,
297,Fairmount/Garfield (200-5),Hyde Park,02136,202,202,0,0.0,0.0,0.0,202,202,0.0,Rental,Public,,
298,Fan Pier Parcel C,South Boston Waterfront,02110,108,0,108,106.0,0.0,106.0,2,0,2.0,Ownership,Private,,
299,Fan Pier Parcel D,South Boston Waterfront,02210,120,0,120,116.0,0.0,116.0,4,0,4.0,Ownership,Private,,
300,Faneuil/ N. Beacon (200-4),Brighton,02135,256,256,0,0.0,0.0,0.0,256,256,0.0,Rental,Public,,
301,Farnsworth House,Jamaica Plain,02130,76,76,0,1.0,1.0,,75,75,0.0,Rental,Private,Y,Y
302,Father Walter J Martin Cooperative Homes,South Boston,02127,34,34,0,0.0,0.0,0.0,34,34,0.0,Rental,Private,,
303,FDIC Scattered Site Condo Project,Brighton,02135,9,4,5,0.0,0.0,0.0,9,4,5.0,Ownership/Rental,Private,,
304,Fensgate Coop,Fenway,02115,46,46,0,0.0,0.0,0.0,46,46,0.0,Cooperative,Private,,
305,Fenway Center Phase 1/Buildings 1 & 2,Fenway,02215,316,316,0,289.0,289.0,0.0,27,27,0.0,Rental,Private,,
306,Fenway Condominiums,Fenway,02115,55,55,0,33.0,33.0,0.0,22,22,0.0,Rental,Private,,
307,Fenway Condos,Fenway,02215,3,0,3,0.0,0.0,0.0,3,0,3.0,Ownership,Private,,
308,Fenwick Gardens - Home Again,Dorchester,02125,15,1,14,0.0,0.0,0.0,15,1,14.0,Ownership/Rental,Private,,
309,Fernald State School (689-?),Dorchester,02125,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Public,,
310,Fieldstone Apartments,Dorchester,02124,84,84,0,0.0,0.0,0.0,84,84,0.0,Rental,Private,,Y
311,First & First (Phase I & II),South Boston,02127,47,0,47,20.0,0.0,20.0,27,0,27.0,Ownership,Private,,
312,Florence Apartments,Roslindale,02131,138,138,0,3.0,3.0,0.0,135,135,0.0,Rental,Private,,Y
313,Foley (William J) Apts (2-30),South Boston,02127,96,96,0,0.0,0.0,0.0,96,96,0.0,Rental,Public,Y,
314,Forbes Building,Jamaica Plain,02130,147,147,0,0.0,0.0,0.0,147,147,0.0,Rental,Private,Y,Y
315,Forbes Street Residences,Jamaica Plain,02130,35,0,35,29.0,0.0,29.0,6,0,6.0,Ownership,Private,,
316,Ford (VUP),Mattapan,02126,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
317,Forecaster Building,West End,02114,80,0,80,73.0,0.0,73.0,7,0,7.0,Ownership,Private,,
318,Forest Glenn Coop,Jamaica Plain,02130,13,13,0,0.0,0.0,0.0,13,13,0.0,Cooperative,Private,,
319,Forest Hills Apts,Jamaica Plain,02130,108,108,0,9.0,9.0,0.0,99,99,0.0,Rental,Private,Y,Y
320,Forest Hills Cooperative,Jamaica Plain,02130,87,87,0,0.0,0.0,0.0,87,87,0.0,Cooperative,Private,Y,Y
321,Forest|Vine NHI 1,Roxbury,02119,5,2,3,0.0,0.0,0.0,5,2,3.0,Ownership/Rental,Private,,
322,Forest|Vine NHI 2,Roxbury,02119,3,0,3,0.0,0.0,0.0,3,0,3.0,Ownership,Private,,
323,Fort Hill Gardens,Roxbury,02119,40,40,0,0.0,0.0,0.0,40,40,0.0,Rental,Private,,Y
324,Fort Point Place,South Boston Waterfront,02210,117,0,117,103.0,0.0,103.0,14,0,14.0,Ownership,Private,,
325,Foster (VUP),Roxbury,02121,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,
326,Fountain Hill,Roxbury,02119,46,0,46,26.0,0.0,26.0,20,0,20.0,Ownership,Private,,
327,Four Corners/Washington,Dorchester,02121,35,35,0,0.0,0.0,0.0,35,35,0.0,Rental,Private,,
328,Fox Hall,Dorchester,02125,15,15,0,0.0,0.0,0.0,15,15,0.0,Rental,Private,,
329,"Franklin Field Family (2-89A,90-93)",Dorchester,02124,346,346,0,0.0,0.0,0.0,346,346,0.0,Rental,Public,Y,
330,Franklin Field South/Highland Pk Estates,Dorchester,02124,22,4,18,0.0,0.0,0.0,22,4,18.0,Ownership/Rental,Private,,
331,Franklin Fld South II - HOME AGAIN,Dorchester,02124,23,1,22,0.0,0.0,0.0,23,1,22.0,Ownership/Rental,Private,,
332,Franklin Hill (2-9),Dorchester,02124,365,365,0,0.0,0.0,0.0,365,365,0.0,Rental,Private,,
333,Franklin Park Apts,Dorchester,02121,220,220,0,0.0,0.0,0.0,220,220,0.0,Rental,Private,,Y
334,Franklin Park I,Roxbury,02121,270,270,0,0.0,0.0,0.0,270,270,0.0,Rental,Private,,Y
335,Franklin Park II,Roxbury,02121,136,136,0,0.0,0.0,0.0,136,136,0.0,Rental,Private,,
336,Franklin Square House,South End,02118,193,193,0,0.0,0.0,0.0,193,193,0.0,Rental,Private,Y,Y
337,Frederick Douglass (2-44A),South End,02118,76,76,0,0.0,0.0,0.0,76,76,0.0,Rental,Public,Y,
338,Friend's House,Jamaica Plain,02130,9,9,0,0.0,0.0,0.0,9,9,0.0,Rental,Private,,
339,Fulton Court Condominium,North End,02109,67,0,67,61.0,0.0,61.0,6,0,6.0,Ownership,Private,,
340,Gallivan Boulevard (200-10),Mattapan,02126,251,251,0,0.0,0.0,0.0,251,251,0.0,Rental,Public,,
341,Gardner Crawford Thane,Roxbury,02119,49,49,0,0.0,0.0,0.0,49,49,0.0,Rental,Private,,Y
342,Gardner Flats Condominium,Allston,02134,14,0,14,12.0,0.0,12.0,2,0,2.0,Ownership,Private,,
343,"GARDNER, CRAWFORD, THANE",Roxbury,02119,64,64,0,0.0,0.0,0.0,64,64,0.0,Rental,Private,,
344,Garrison Trotter Phase I - HOME AGAIN,Roxbury,02121,18,2,16,6.0,0.0,6.0,12,2,10.0,Ownership/Rental,Private,,
345,Gatehouse 75,Charlestown,02129,99,99,0,87.0,87.0,0.0,12,12,0.0,Rental,Private,,
346,Gatehouse Units,South End,02118,14,14,0,0.0,0.0,0.0,14,14,0.0,Rental,Private,,
347,Gateway Terrace - Dover Residences,South End,02119,133,0,133,120.0,0.0,120.0,13,0,13.0,Ownership,Private,,
348,General Heath Square,Jamaica Plain,02130,47,47,0,0.0,0.0,0.0,47,47,0.0,Rental,Private,,
349,General Warren Apts (2-47),Charlestown,02129,96,96,0,0.0,0.0,0.0,96,96,0.0,Rental,Public,Y,
350,Geneva Apartments,Dorchester,02121,47,47,0,0.0,0.0,0.0,47,47,0.0,Rental,Private,,Y
351,Geneva Ave 202 - Pine Street,Dorchester,02121,11,11,0,1.0,1.0,0.0,10,10,0.0,Rental,Private,Y,
352,Geneva Avenue Elderly Housing,Dorchester,02121,45,45,0,0.0,0.0,0.0,45,45,0.0,Rental,Private,Y,
353,Georgetowne Housing I,West Roxbury,02136,601,601,0,56.0,56.0,0.0,545,545,0.0,Rental,Private,,
354,Georgetowne Housing II,West Roxbury,02136,366,366,0,0.0,0.0,0.0,366,366,0.0,Rental,Private,,
355,Gleason Street MIHI Package 2,Dorchester,02121,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,
356,Glenville Apartments,Allston,02134,117,117,0,0.0,0.0,0.0,117,117,0.0,Rental,Private,,Y
357,Glenway|Roxton NHI,Dorchester,02121,6,3,3,0.0,0.0,0.0,6,3,3.0,Ownership/Rental,Private,,
358,Goddard House,Jamaica Plain,02115,149,149,0,130.0,130.0,0.0,19,19,0.0,Rental,Private,,
359,Gomes (VUP),Dorchester,02124,1,1,0,0.0,0.0,0.0,1,1,0.0,Rental,Private,,
360,Goodale Rd. - HOME AGAIN,Mattapan,02126,10,5,5,0.0,0.0,0.0,10,5,5.0,Ownership/Rental,Private,,
361,Gordon's Wood,West Roxbury,02132,42,0,42,37.0,0.0,37.0,5,0,5.0,Ownership,Private,,
362,Governor Apartments,Brighton,02134,87,87,0,0.0,0.0,0.0,87,87,0.0,Rental,Private,Y,Y
363,Grand families,Dorchester,02124,27,27,0,1.0,1.0,0.0,26,26,0.0,Rental,Private,,
364,Granite 1B:VBC Apts.-Blue Hill,Roxbury,02121,30,30,0,0.0,0.0,0.0,30,30,0.0,Rental,Private,,Y
365,Granite 3-Blue Hill,Roxbury,02121,148,148,0,0.0,0.0,0.0,148,148,0.0,Rental,Private,,Y
366,Granite 4B,Roxbury,02121,141,141,0,0.0,0.0,0.0,141,141,0.0,Rental,Private,,Y
367,Granite-Dorchester Bay,Dorchester,02125,134,134,0,0.0,0.0,0.0,134,134,0.0,Rental,Private,,Y
368,Granite-Fields Corner,Dorchester,02121,67,67,0,0.0,0.0,0.0,67,67,0.0,Rental,Private,,Y
369,Granite-La Concha/Nuestra,Roxbury,02119,97,97,0,0.0,0.0,0.0,97,97,0.0,Rental,Private,,Y
370,Granite-Lena Park,Dorchester,02121,143,143,0,0.0,0.0,0.0,143,143,0.0,Rental,Private,,Y
371,Granite-Quincy-Geneva,Dorchester,02121,94,94,0,0.0,0.0,0.0,94,94,0.0,Rental,Private,,Y
372,Granite-Walnut Washington,Roxbury,02119,65,65,0,0.0,0.0,0.0,65,65,0.0,Rental,Private,,Y
373,Granite-Washington Columbia I,Dorchester,02121,326,326,0,0.0,0.0,0.0,326,326,0.0,Rental,Private,,Y
